called_number,attempts,unique_src
10010406200420,1,1
10010406190403,1,1
10010406190404,1,1
10010406190410,1,1
10010406200320,1,1
95981,1,1
95981033756758573,1,1
95982,1,1
95984,1,1
95970,1,1
95971,1,1
95972,1,1
95973,1,1
95974,1,1
9600000000001197223802534,1,1
95976,1,1
10010406220110,1,1
10010406220120,1,1
10010406220200,1,1
10010406220201,1,1
10010406220202,1,1
10010406220203,1,1
10010406220204,1,1
10010406210404,1,1
10010406210410,1,1
95975,1,1
95941,1,1
95942,1,1
95943,1,1
95944,1,1
95994,1,1
95996,1,1
95997,1,1
95999,1,1
96#12548044505,1,1
10010406210201,1,1
95980,1,1
95986,1,1
95987,1,1
95988,1,1
95989,1,1
95990,1,1
95992,1,1
95993,1,1
95977,1,1
95978,1,1
95979,1,1
95985,1,1
9600001197223802534,1,1
960000442039966818,1,1
9600011218935479853,1,1
960001197223802532,1,1
960001197223802534,1,1
9600033756758573,1,1
960000001197223802532,1,1
960000001197223802534,1,1
960000011218935479853,1,1
10010406210420,1,1
96000001197223802534,1,1
96000011218935479853,1,1
96000000001197223802532,1,1
96000000001197223802534,1,1
96000000011218935479853,1,1
9600000001197223802532,1,1
9600000001197223802534,1,1
9600000011218935479853,1,1
96000000000011218935479853,1,1
9600000000001197223802532,1,1
96000001197223802532,1,1
10010406220100,1,1
10010406220101,1,1
10010406220102,1,1
10010406220103,1,1
10010406220104,1,1
10010406210303,1,1
10010406210304,1,1
10010406210310,1,1
10010406210320,1,1
10010406210400,1,1
9600001197223802532,1,1
10010406210402,1,1
10010406210403,1,1
10010406210202,1,1
10010406210203,1,1
10010406210204,1,1
10010406210210,1,1
10010406210220,1,1
10010406210300,1,1
10010406210301,1,1
10010406210302,1,1
10010406210401,1,1
10018506790061,1,1
10014063890227,1,1
10014692423620,1,1
10015612571360,1,1
95312,1,1
95313,1,1
95314,1,1
95314063890227,1,1
95321,1,1
10010406250302,1,1
95323,1,1
953011218935479853,1,1
95301197223802532,1,1
95301197223802534,1,1
95302,1,1
95303,1,1
95304,1,1
95305,1,1
95311,1,1
95291,1,1
95322,1,1
10011**218935479853,1,1
10011**97223802532,1,1
10011**97223802534,1,1
10011*218935479853,1,1
10011*97223802532,1,1
10011*97223802534,1,1
95214063890227,1,1
95221,1,1
95222,1,1
10020030033756758573,1,1
95232,1,1
95233,1,1
952442039966818,1,1
95251,1,1
1001197223802529,1,1
1001197223802532,1,1
1001197223802534,1,1
10012133010635,1,1
10012358454900767,1,1
10020014692423620,1,1
95231,1,1
10010406270301,1,1
10010406270302,1,1
10010406270303,1,1
10010406270304,1,1
10010406270310,1,1
10010406270320,1,1
10010406270110,1,1
10010406270120,1,1
10010406270200,1,1
95292,1,1
10010406270202,1,1
10010406270203,1,1
10010406270204,1,1
10010406270210,1,1
95331,1,1
9533756758573,1,1
95341,1,1
10010406270100,1,1
10010406270101,1,1
10010406270102,1,1
10010406270201,1,1
95293,1,1
95294,1,1
95300442037699931,1,1
95300442039962635,1,1
95300442039966818,1,1
95301,1,1
10011218935479853,1,1
1001133756758573,1,1
100114063890227,1,1
95271,1,1
10010406270300,1,1
95282,1,1
10010406270400,1,1
10010406270401,1,1
10010406270402,1,1
10010406270403,1,1
10010406270404,1,1
10010406270410,1,1
10010406270420,1,1
10010406900100,1,1
10010406270220,1,1
95281,1,1
95127,1,1
95128,1,1
95131,1,1
100400442037699931,1,1
1004011218935479853,1,1
100401197223802532,1,1
100401197223802534,1,1
1003442039966818,1,1
10034910855090,1,1
95261,1,1
95186,1,1
95191,1,1
95192,1,1
95194,1,1
9519412013010,1,1
95200,1,1
95200011218935479853,1,1
9520001197223802532,1,1
95172,1,1
95173,1,1
100358454900767,1,1
100433756758573,1,1
100442039966818,1,1
95152,1,1
95153,1,1
95154,1,1
95155,1,1
95156,1,1
95157,1,1
95158,1,1
95159,1,1
95126,1,1
95133,1,1
9513522510081,1,1
95140,1,1
9514063890227,1,1
95141,1,1
951442039966818,1,1
95151,1,1
1005011218935479853,1,1
100501197223802532,1,1
100501197223802534,1,1
95132,1,1
9520001197223802534,1,1
95200442037699931,1,1
95200442039962635,1,1
95200442039966818,1,1
952011218935479853,1,1
95201197223802532,1,1
10023100,1,1
10023123,1,1
10023321,1,1
95174,1,1
10023pass,1,1
10023password,1,1
10023qwe,1,1
10023sip,1,1
100314063890227,1,1
100300442037699931,1,1
1003011218935479853,1,1
100301197223802532,1,1
100301197223802534,1,1
1003033756758573,1,1
10023asd,1,1
95181,1,1
95182,1,1
95183,1,1
95184,1,1
95185,1,1
100442080890169,1,1
1004442039966818,1,1
10041004,1,1
100414063890227,1,1
100421232137505,1,1
10023zxc,1,1
95166,1,1
95171,1,1
95201197223802534,1,1
95203,1,1
95211,1,1
10020033644651584,1,1
1002011218935479853,1,1
100201197223802532,1,1
100201197223802534,1,1
100214063890227,1,1
95165,1,1
95521,1,1
95531,1,1
95541,1,1
95542,1,1
9550500442039966818,1,1
95511,1,1
95512,1,1
95513,1,1
95514,1,1
10010406270103,1,1
95516,1,1
10010406260420,1,1
95500442037699931,1,1
95500442039962635,1,1
95500442039966818,1,1
95501,1,1
955011218935479853,1,1
95501197223802532,1,1
95501197223802534,1,1
95631,1,1
95514063890227,1,1
10010406260202,1,1
10010406260203,1,1
95495,1,1
10010406250403,1,1
10010406250404,1,1
10010406250410,1,1
10010406250420,1,1
10010406260100,1,1
10010406260101,1,1
10010406260102,1,1
95520,1,1
95544,1,1
955442039966818,1,1
95551,1,1
95561,1,1
95571,1,1
95572,1,1
95581,1,1
95517,1,1
95518,1,1
95519,1,1
95543,1,1
95591,1,1
95592,1,1
95593,1,1
95594,1,1
9559442039966818,1,1
95595,1,1
95600442037699931,1,1
10010406250310,1,1
10010406250320,1,1
95632,1,1
10010406250401,1,1
10010406250402,1,1
95700442037699931,1,1
95700442039962635,1,1
95700442039966818,1,1
10010406250204,1,1
10010406250210,1,1
10010406250220,1,1
10010406250300,1,1
10010406250301,1,1
10010406250400,1,1
95633,1,1
95641,1,1
956442039966818,1,1
10010406240320,1,1
10010406240400,1,1
10010406240401,1,1
95613,1,1
95614,1,1
95614063890227,1,1
95621,1,1
95582,1,1
95623,1,1
95624,1,1
95600442039962635,1,1
95600442039966818,1,1
95601,1,1
956011218935479853,1,1
95601197223802532,1,1
95601197223802534,1,1
95611,1,1
95612,1,1
95622,1,1
95382,1,1
95383,1,1
95390,1,1
10010406900200,1,1
10010406900300,1,1
10010406900400,1,1
953442039966818,1,1
95351,1,1
95352,1,1
10010406260201,1,1
95361,1,1
95476,1,1
95477,1,1
95478,1,1
95479,1,1
95491,1,1
95492,1,1
95493,1,1
95494,1,1
95451,1,1
95353,1,1
10010406270104,1,1
95401,1,1
954011218935479853,1,1
95401197223802532,1,1
95401197223802534,1,1
95410011218935479853,1,1
9541001197223802532,1,1
9541001197223802534,1,1
9541011218935479853,1,1
95391,1,1
95381,1,1
95394,1,1
95395,1,1
95396,1,1
95400442037699931,1,1
95400442039962635,1,1
95400442039966818,1,1
95362,1,1
95363,1,1
95364,1,1
95371,1,1
95393,1,1
10010406260320,1,1
10010406260400,1,1
10010406260401,1,1
10010406260402,1,1
10010406260403,1,1
10010406260404,1,1
10010406260410,1,1
10010406260204,1,1
10010406260210,1,1
95461,1,1
10010406260300,1,1
10010406260301,1,1
10010406260302,1,1
10010406260303,1,1
10010406260304,1,1
10010406260103,1,1
10010406260104,1,1
10010406260110,1,1
10010406260120,1,1
10010406260200,1,1
10010406260220,1,1
95462,1,1
95470,1,1
95471,1,1
95472,1,1
95473,1,1
95475,1,1
95417,1,1
95418,1,1
95419,1,1
95419011218935479853,1,1
10010406260310,1,1
9541901197223802534,1,1
95441,1,1
954442039966818,1,1
954101197223802532,1,1
954101197223802534,1,1
95413,1,1
95414,1,1
95414063890227,1,1
95415,1,1
95416,1,1
9541901197223802532,1,1
970901197223802534,1,1
9710011218935479853,1,1
971001197223802532,1,1
971001197223802534,1,1
9710033756758573,1,1
10010406090301,1,1
10010406090302,1,1
10010406090303,1,1
10010406090304,1,1
10010406190100,1,1
10010406090320,1,1
10010406090400,1,1
10010406090401,1,1
10010406080220,1,1
10010406080300,1,1
10010406080301,1,1
10010406080302,1,1
10010406080303,1,1
10010406080304,1,1
10010406080310,1,1
10010406090310,1,1
9701197223802532,1,1
9701197223802534,1,1
97014063890227,1,1
970358454900767,1,1
97114063890227,1,1
9713522510081,1,1
9714063890227,1,1
971442039966818,1,1
9719412013010,1,1
970901197223802532,1,1
972001197223802532,1,1
10010406070302,1,1
97100442037699931,1,1
97100442039962635,1,1
97100442039966818,1,1
971011218935479853,1,1
97101197223802532,1,1
97101197223802534,1,1
9710421232137505,1,1
10010406090402,1,1
9720011218935479853,1,1
10010406070402,1,1
10010406070403,1,1
10010406060401,1,1
10010406060402,1,1
10010406060403,1,1
10010406060404,1,1
10010406060410,1,1
10010406060420,1,1
10010406070100,1,1
972001197223802534,1,1
10010406060300,1,1
10010406060301,1,1
10010406060302,1,1
10010406060303,1,1
10010406060304,1,1
10010406060310,1,1
10010406060320,1,1
10010406060400,1,1
97223802533,1,1
97223802534,1,1
10010406070101,1,1
10010406080110,1,1
10010406080120,1,1
10010406080200,1,1
10010406080201,1,1
10010406080202,1,1
10010406080203,1,1
10010406080204,1,1
10010406080210,1,1
10010406070404,1,1
10010406070410,1,1
10010406070401,1,1
10010406080100,1,1
10010406080101,1,1
10010406080102,1,1
10010406080103,1,1
10010406080104,1,1
10010406070303,1,1
10010406070304,1,1
10010406070310,1,1
10010406070320,1,1
10010406070400,1,1
10010406070420,1,1
10010406100201,1,1
10010406100202,1,1
10010406100203,1,1
10010406100204,1,1
10010406100210,1,1
10010406100220,1,1
10010406100300,1,1
10010406090420,1,1
10010406100100,1,1
9701197223802529,1,1
10010406100102,1,1
10010406100103,1,1
10010406100104,1,1
10010406100110,1,1
10010406100120,1,1
97001197223802532,1,1
97001197223802534,1,1
9700442039962635,1,1
970101133756758573,1,1
97011218935479853,1,1
10010406100101,1,1
10010406120100,1,1
10010406120101,1,1
10010406120102,1,1
10010406120103,1,1
96900442037699931,1,1
10010406100402,1,1
10010406100403,1,1
10010406100404,1,1
10010406100410,1,1
10010406100420,1,1
10010406100200,1,1
97000000001197223802532,1,1
97000000001197223802534,1,1
10010406100301,1,1
10010406100302,1,1
10010406100303,1,1
10010406100304,1,1
10010406100310,1,1
10010406100320,1,1
10010406100400,1,1
10010406100401,1,1
970000000011218935479853,1,1
10010406090204,1,1
10010406090210,1,1
10010406090220,1,1
10010406090300,1,1
10010406080420,1,1
10010406090100,1,1
10010406090101,1,1
10010406090102,1,1
10010406090103,1,1
9701133756758573,1,1
10010406090110,1,1
10010406090120,1,1
9709011218935479853,1,1
10010406080320,1,1
10010406080400,1,1
10010406080401,1,1
10010406080402,1,1
10010406080403,1,1
10010406080404,1,1
10010406080410,1,1
10010406090104,1,1
970000442039966818,1,1
9700011218935479853,1,1
970001197223802532,1,1
970001197223802534,1,1
97000442039962635,1,1
970011218935479853,1,1
970000011218935479853,1,1
97000001197223802532,1,1
97000001197223802534,1,1
97000011218935479853,1,1
10010406090203,1,1
9700001197223802534,1,1
97000000011218935479853,1,1
9700000001197223802532,1,1
9700000001197223802534,1,1
9700000011218935479853,1,1
970000001197223802532,1,1
970000001197223802534,1,1
10010406090200,1,1
10010406090201,1,1
10010406090202,1,1
9700001197223802532,1,1
97501197223802532,1,1
97501197223802534,1,1
97514063890227,1,1
97414063890227,1,1
974442039966818,1,1
9749011218935479853,1,1
974901197223802532,1,1
974901197223802534,1,1
9750011218935479853,1,1
972358454900767,1,1
975001197223802534,1,1
9740033756758573,1,1
97400442037699931,1,1
97400442039962635,1,1
97400442039966818,1,1
974011218935479853,1,1
97401197223802532,1,1
97401197223802534,1,1
10010406050200,1,1
9738566289202,1,1
975001197223802532,1,1
10010406040404,1,1
10010406040410,1,1
10010406040203,1,1
10010406040204,1,1
10010406040210,1,1
10010406040220,1,1
10010406040300,1,1
10010406040301,1,1
10010406040302,1,1
10010406040303,1,1
975011218935479853,1,1
10010406040103,1,1
10010406040104,1,1
10010406040110,1,1
10010406040120,1,1
10010406040200,1,1
10010406040201,1,1
10010406040202,1,1
97500442037699931,1,1
97500442039962635,1,1
97500442039966818,1,1
9738566289201,1,1
10010406030201,1,1
10010406030202,1,1
10010406030203,1,1
10010406030204,1,1
10010406030210,1,1
10010406030220,1,1
10010406030300,1,1
10010406020420,1,1
10010406030100,1,1
9738566289203,1,1
10010406030102,1,1
10010406030103,1,1
10010406030104,1,1
10010406030110,1,1
10010406030120,1,1
10010406020120,1,1
10010406020200,1,1
10010406020201,1,1
10010406020202,1,1
10010406020203,1,1
10010406030101,1,1
9738566289204,1,1
9738566289205,1,1
9740011218935479853,1,1
974001197223802532,1,1
974001197223802534,1,1
10010406030402,1,1
10010406030403,1,1
10010406030404,1,1
10010406030410,1,1
10010406030420,1,1
10010406030200,1,1
10010406040101,1,1
10010406040102,1,1
10010406030301,1,1
10010406030302,1,1
10010406030303,1,1
10010406030304,1,1
10010406030310,1,1
10010406030320,1,1
10010406030400,1,1
10010406030401,1,1
10010406040100,1,1
9730033756758573,1,1
97300442037699931,1,1
97300442039962635,1,1
97300442039966818,1,1
973011218935479853,1,1
10010406070203,1,1
10010406070204,1,1
10010406070210,1,1
10010406070220,1,1
10010406040403,1,1
10010406070301,1,1
10010406070102,1,1
10010406070103,1,1
10010406070104,1,1
10010406070110,1,1
10010406070120,1,1
10010406070200,1,1
10010406070201,1,1
10010406070202,1,1
10010406060120,1,1
10010406070300,1,1
972442039966818,1,1
10010406060210,1,1
10010406060220,1,1
97200442037699931,1,1
97200442039962635,1,1
97200442039966818,1,1
972011218935479853,1,1
97201197223802532,1,1
97201197223802534,1,1
97212548044505,1,1
973001197223802534,1,1
97301197223802532,1,1
97301197223802534,1,1
97312548044505,1,1
97314063890227,1,1
97333756758573,1,1
973442039966818,1,1
10010406050201,1,1
10010406050202,1,1
9730011218935479853,1,1
973001197223802532,1,1
97214063890227,1,1
10010406050204,1,1
10010406050210,1,1
10010406050220,1,1
10010406050300,1,1
10010406050301,1,1
10010406050302,1,1
10010406050303,1,1
10010406040420,1,1
10010406050100,1,1
10010406060200,1,1
10010406050102,1,1
10010406050103,1,1
10010406050104,1,1
10010406050110,1,1
10010406050120,1,1
10010406040304,1,1
10010406040320,1,1
10010406040400,1,1
10010406040401,1,1
10010406040402,1,1
10010406050101,1,1
10010406060201,1,1
10010406060202,1,1
10010406060203,1,1
10010406060204,1,1
9738566289200,1,1
10010406050410,1,1
10010406050420,1,1
10010406060100,1,1
10010406060101,1,1
10010406060102,1,1
10010406050203,1,1
10010406060104,1,1
10010406060110,1,1
10010406050304,1,1
10010406050310,1,1
10010406050320,1,1
10010406050400,1,1
10010406050401,1,1
10010406050402,1,1
10010406050403,1,1
10010406050404,1,1
10010406060103,1,1
10010406160103,1,1
10010406160104,1,1
10010406150303,1,1
10010406150304,1,1
10010406150310,1,1
10010406150320,1,1
10010406150400,1,1
10010406150401,1,1
10010406150402,1,1
10010406110420,1,1
10010406170401,1,1
10010406170402,1,1
96401197223802534,1,1
96414063890227,1,1
964442039966818,1,1
9644800442039966818,1,1
10010406150302,1,1
10010406170300,1,1
10010406170301,1,1
10010406170302,1,1
10010406150403,1,1
964011218935479853,1,1
96401197223802532,1,1
10010406160320,1,1
10010406160400,1,1
10010406160401,1,1
10010406160402,1,1
10010406160403,1,1
10010406160404,1,1
96332,1,1
963442039966818,1,1
10010406160102,1,1
964001197223802532,1,1
964001197223802534,1,1
96400442037699931,1,1
96400442039962635,1,1
96400442039966818,1,1
10010406150404,1,1
10010406150410,1,1
10010406150420,1,1
10010406160100,1,1
10010406160101,1,1
9640011218935479853,1,1
10010406160301,1,1
10010406160302,1,1
10010406160303,1,1
10010406160304,1,1
10010406160310,1,1
9650011218935479853,1,1
10010406160110,1,1
10010406160120,1,1
10010406160200,1,1
10010406170303,1,1
10010406160202,1,1
10010406160203,1,1
10010406160204,1,1
10010406160210,1,1
10010406150101,1,1
10010406150102,1,1
10010406150103,1,1
10010406150104,1,1
10010406150110,1,1
10010406150120,1,1
10010406160201,1,1
10010406170304,1,1
10010406170310,1,1
10010406170320,1,1
10010406170400,1,1
96512548044505,1,1
96514063890227,1,1
96533756758573,1,1
965442039966818,1,1
9660011218935479853,1,1
966001197223802532,1,1
10010406160300,1,1
96600442037699931,1,1
965001197223802532,1,1
965001197223802534,1,1
96500442037699931,1,1
96500442039962635,1,1
96500442039966818,1,1
965011218935479853,1,1
96501197223802532,1,1
96501197223802534,1,1
10010406160220,1,1
966001197223802534,1,1
10010406180103,1,1
96200442037699931,1,1
96200442039962635,1,1
96200442039966818,1,1
962011218935479853,1,1
96201197223802532,1,1
96201197223802534,1,1
96212548044505,1,1
96214063890227,1,1
10010406170110,1,1
9614063890227,1,1
961442039966818,1,1
9619412013010,1,1
9620011218935479853,1,1
962001197223802532,1,1
962001197223802534,1,1
9620033756758573,1,1
96301133553078771,1,1
96301197223802532,1,1
96301197223802534,1,1
96133756758573,1,1
10010406190101,1,1
10010406190102,1,1
10010406190103,1,1
10010406190104,1,1
10010406190110,1,1
10010406190120,1,1
10010406190200,1,1
10010406180104,1,1
10010406180110,1,1
10010406180120,1,1
10010406180102,1,1
10010406180201,1,1
10010406180202,1,1
10010406180203,1,1
10010406180204,1,1
10010406170403,1,1
10010406170404,1,1
10010406170410,1,1
10010406170420,1,1
10010406180100,1,1
10010406180101,1,1
10010406180200,1,1
10010406180301,1,1
10010406180302,1,1
10010406180303,1,1
10010406180304,1,1
10010406180310,1,1
10010406170120,1,1
10010406170200,1,1
10010406170201,1,1
10010406170202,1,1
96314063890227,1,1
10010406170204,1,1
10010406170210,1,1
10010406170220,1,1
10010406160410,1,1
10010406160420,1,1
10010406170100,1,1
10010406170101,1,1
10010406170102,1,1
10010406170103,1,1
10010406170104,1,1
10010406170203,1,1
96329,1,1
96330,1,1
96331,1,1
962442039966818,1,1
9630011218935479853,1,1
963001197223802532,1,1
963001197223802534,1,1
96300442037699931,1,1
96300442039962635,1,1
96300442039966818,1,1
10010406180300,1,1
10010406180320,1,1
10010406180400,1,1
10010406180401,1,1
10010406180402,1,1
10010406180403,1,1
10010406180404,1,1
10010406180410,1,1
10010406180420,1,1
10010406180210,1,1
10010406180220,1,1
963011218935479853,1,1
10010406120300,1,1
10010406120301,1,1
10010406120302,1,1
968011218935479853,1,1
96801197223802532,1,1
96801197223802534,1,1
10010406120104,1,1
10010406120110,1,1
10010406120120,1,1
10010406150200,1,1
10010406120201,1,1
10010406110303,1,1
10010406110304,1,1
10010406110310,1,1
10010406110320,1,1
10010406110400,1,1
10010406110401,1,1
10010406110402,1,1
10010406110403,1,1
10010406110202,1,1
10010406120200,1,1
10010406140103,1,1
10010406120404,1,1
10010406120410,1,1
10010406120420,1,1
10010406130100,1,1
10010406130101,1,1
10010406130102,1,1
10010406130103,1,1
10010406130104,1,1
10010406120303,1,1
10010406120220,1,1
10010406120310,1,1
10010406120320,1,1
10010406120400,1,1
10010406120401,1,1
10010406120402,1,1
10010406120403,1,1
10010406120202,1,1
10010406120203,1,1
10010406120204,1,1
10010406120210,1,1
10010406120304,1,1
9700000000001197223802534,1,1
9700000000011218935479853,1,1
970000000001197223802532,1,1
970000000001197223802534,1,1
10010406090403,1,1
10010406090404,1,1
10010406090410,1,1
96981033756758573,1,1
97+12548044505,1,1
10010406110203,1,1
9700000000001197223802532,1,1
96900442039962635,1,1
96900442039966818,1,1
969011218935479853,1,1
96901197223802532,1,1
96901197223802534,1,1
96914063890227,1,1
969442039966818,1,1
10010406110404,1,1
10010406110410,1,1
97000000000011218935479853,1,1
10010406110204,1,1
10010406110210,1,1
10010406110220,1,1
10010406110300,1,1
10010406110301,1,1
10010406110302,1,1
10010406110101,1,1
10010406110102,1,1
10010406110103,1,1
10010406110104,1,1
10010406110100,1,1
10010406110120,1,1
10010406110200,1,1
10010406110201,1,1
10010406130110,1,1
10010406130120,1,1
10010406130200,1,1
9681033756758573,1,1
96812548044505,1,1
96814063890227,1,1
968442039966818,1,1
10010406110110,1,1
96614063890227,1,1
10010406140210,1,1
10010406130302,1,1
10010406130303,1,1
10010406130304,1,1
10010406130310,1,1
10010406130320,1,1
10010406130400,1,1
10010406130401,1,1
10010406140102,1,1
10010406130201,1,1
10010406130202,1,1
10010406130203,1,1
10010406130204,1,1
10010406130210,1,1
10010406130220,1,1
10010406130300,1,1
10010406130301,1,1
966442039966818,1,1
966661400442039966818,1,1
10010406130402,1,1
10010406150201,1,1
10010406140400,1,1
10010406140401,1,1
10010406140402,1,1
10010406140403,1,1
10010406140404,1,1
10010406140410,1,1
10010406140420,1,1
10010406150100,1,1
10010406140220,1,1
96601197223802534,1,1
10010406140301,1,1
10010406140302,1,1
10010406140303,1,1
10010406140304,1,1
10010406140310,1,1
10010406140320,1,1
96600442039962635,1,1
96600442039966818,1,1
966011218935479853,1,1
96601197223802532,1,1
10010406140300,1,1
96700442039966818,1,1
967011218935479853,1,1
96701197223802532,1,1
96701197223802534,1,1
96712548044505,1,1
96714063890227,1,1
10010406140104,1,1
10010406140110,1,1
10010406140120,1,1
9669442039966818,1,1
10010406140201,1,1
10010406140202,1,1
10010406140203,1,1
10010406140204,1,1
10010406130403,1,1
10010406130404,1,1
10010406130410,1,1
10010406130420,1,1
10010406140100,1,1
10010406140101,1,1
10010406140200,1,1
9670011218935479853,1,1
967001197223802532,1,1
967001197223802534,1,1
9670033756758573,1,1
10010406150202,1,1
10010406150203,1,1
10010406150204,1,1
10010406150210,1,1
10010406150220,1,1
10010406150300,1,1
96700442039962635,1,1
966358454900767,1,1
967442039966818,1,1
9680011218935479853,1,1
968001197223802532,1,1
968001197223802534,1,1
9680033756758573,1,1
96800442037699931,1,1
96800442039962635,1,1
96800442039966818,1,1
96700442037699931,1,1
10010406150301,1,1
1050000001197223802532,1,1
1050000001197223802534,1,1
1050000011218935479853,1,1
105014063890227,1,1
1050442039966818,1,1
9381033756758573,1,1
93814063890227,1,1
1049442039966818,1,1
105001197223802534,1,1
95164,1,1
105011218935479853,1,1
10501197223802529,1,1
10501197223802532,1,1
10501197223802534,1,1
10500011218935479853,1,1
1050001197223802532,1,1
1050001197223802534,1,1
105000442037699931,1,1
1050011218935479853,1,1
105001197223802532,1,1
10500442039962635,1,1
105103,1,1
105104,1,1
1053442039966818,1,1
93800442037699931,1,1
93800442039962635,1,1
93800442039966818,1,1
938011218935479853,1,1
93801197223802532,1,1
93801197223802534,1,1
10500000011218935479853,1,1
1052442039966818,1,1
105300442037699931,1,1
1053011218935479853,1,1
105301197223802532,1,1
105301197223802534,1,1
105314063890227,1,1
10533756758573,1,1
105000000011218935479853,1,1
10500000001197223802532,1,1
10500000001197223802534,1,1
105214063890227,1,1
105000001197223802532,1,1
105000001197223802534,1,1
105000011218935479853,1,1
10500001197223802532,1,1
104800442037699931,1,1
1048011218935479853,1,1
104801197223802532,1,1
1042442039966818,1,1
104300442037699931,1,1
104500442037699931,1,1
104301197223802532,1,1
104301197223802534,1,1
104314063890227,1,1
10433756758573,1,1
1043442039966818,1,1
93900442037699931,1,1
93900442039962635,1,1
93900442039966818,1,1
939011218935479853,1,1
93901197223802532,1,1
1043011218935479853,1,1
1045011218935479853,1,1
104501197223802532,1,1
104501197223802534,1,1
104514063890227,1,1
1045442039966818,1,1
104600442037699931,1,1
1046011218935479853,1,1
104914063890227,1,1
104700442037699931,1,1
1047011218935479853,1,1
104901197223802534,1,1
104701197223802534,1,1
104714063890227,1,1
1047442039966818,1,1
938442039966818,1,1
104801197223802534,1,1
104814063890227,1,1
1048442039966818,1,1
104900442037699931,1,1
1049011218935479853,1,1
104901197223802532,1,1
104701197223802532,1,1
93600442039962635,1,1
93600442039966818,1,1
936011218935479853,1,1
93601197223802532,1,1
93601197223802534,1,1
93614063890227,1,1
936442039966818,1,1
105900442037699931,1,1
1059011218935479853,1,1
105102,1,1
105901197223802534,1,1
105914063890227,1,1
1059442039966818,1,1
93600442037699931,1,1
106000442037699931,1,1
105800442037699931,1,1
1058011218935479853,1,1
105801197223802532,1,1
105801197223802534,1,1
105814063890227,1,1
105901197223802532,1,1
106000001197223802534,1,1
93501197223802534,1,1
93514063890227,1,1
935442039966818,1,1
106000000011218935479853,1,1
10600000001197223802532,1,1
10601197223802532,1,1
10601197223802534,1,1
106014063890227,1,1
93500442037699931,1,1
105701197223802534,1,1
93500442039966818,1,1
935011218935479853,1,1
93501197223802532,1,1
105601197223802532,1,1
105601197223802534,1,1
105614063890227,1,1
1056442039966818,1,1
105700442037699931,1,1
1057011218935479853,1,1
105701197223802532,1,1
93500442039962635,1,1
105714063890227,1,1
1057442039966818,1,1
105400442037699931,1,1
1054011218935479853,1,1
105401197223802532,1,1
105401197223802534,1,1
105414063890227,1,1
105442039966818,1,1
105114063890227,1,1
1058442039966818,1,1
1051442039966818,1,1
10515612571360,1,1
105197,1,1
105198,1,1
10500001197223802534,1,1
105100442037699931,1,1
105101,1,1
1051011218935479853,1,1
105101197223802532,1,1
105101197223802534,1,1
10514063890227,1,1
93701197223802534,1,1
93714063890227,1,1
937442039966818,1,1
105200442037699931,1,1
1052011218935479853,1,1
105201197223802532,1,1
105201197223802534,1,1
105600442037699931,1,1
1056011218935479853,1,1
93700442037699931,1,1
1055442039966818,1,1
93700442039966818,1,1
937011218935479853,1,1
93701197223802532,1,1
1054442039966818,1,1
105500442037699931,1,1
1055011218935479853,1,1
105501197223802532,1,1
105501197223802534,1,1
10551,1,1
105514063890227,1,1
93700442039962635,1,1
103701197223802534,1,1
103900442037699931,1,1
1039011218935479853,1,1
103901197223802532,1,1
103901197223802534,1,1
103914063890227,1,1
1039442039966818,1,1
1040001197223802534,1,1
104000442037699931,1,1
93901197223802534,1,1
104001197223802532,1,1
104001197223802534,1,1
10400442039962635,1,1
103614063890227,1,1
1036442039966818,1,1
103700442037699931,1,1
1037011218935479853,1,1
103701197223802532,1,1
103442039966818,1,1
1034442039966818,1,1
1040011218935479853,1,1
94012548044505,1,1
104000000011218935479853,1,1
94000442039966818,1,1
940011218935479853,1,1
94001197223802532,1,1
94001197223802534,1,1
9400442039962635,1,1
9400442039966818,1,1
103714063890227,1,1
1037442039966818,1,1
940901197223802534,1,1
1038011218935479853,1,1
103801197223802532,1,1
103801197223802534,1,1
103814063890227,1,1
1038442039966818,1,1
94014063890227,1,1
94025,1,1
94033756758573,1,1
9409011218935479853,1,1
940901197223802532,1,1
103800442037699931,1,1
94106,1,1
1033756758573,1,1
103400442037699931,1,1
1034011218935479853,1,1
103401197223802532,1,1
103401197223802534,1,1
103414063890227,1,1
103200442037699931,1,1
1032011218935479853,1,1
103500442037699931,1,1
941442039966818,1,1
1033011218935479853,1,1
103301197223802532,1,1
103301197223802534,1,1
103314063890227,1,1
10333756758573,1,1
1033442039966818,1,1
94132,1,1
94133,1,1
94135,1,1
94143,1,1
94121,1,1
94123,1,1
94125,1,1
94126,1,1
103600442037699931,1,1
1036011218935479853,1,1
103601197223802532,1,1
103601197223802534,1,1
94107,1,1
94109,1,1
941033756758573,1,1
94113,1,1
94114063890227,1,1
94117,1,1
94120,1,1
94100442037699931,1,1
94100442039962635,1,1
94100442039966818,1,1
941011218935479853,1,1
94101197223802532,1,1
94101197223802534,1,1
94110,1,1
9400000001197223802532,1,1
93914063890227,1,1
939442039966818,1,1
93981033756758573,1,1
94*12548044505,1,1
9400000000011218935479853,1,1
10415612571360,1,1
104198,1,1
104199,1,1
9401197223802534,1,1
1042011218935479853,1,1
104201197223802532,1,1
104201197223802534,1,1
104103,1,1
104105,1,1
104106,1,1
104114063890227,1,1
10414063890227,1,1
1041442039966818,1,1
104100442037699931,1,1
