sip_user_agent,events,unique_src
Cisco-ATA192-MPP/11-3-1MPP0001-191,5,2
AGFEO SIP V3.00.15 n (MAC=0009405B0943),5,2
Yeastar S20-30.15.0.115,5,2
Yeastar S100-30.12.0.7.6,5,2
AGFEO SIP V3.00.14 d,5,3
AGFEO SIP V3.00.14 f,5,2
AGFEO int SIP V4.1b (DATE=07.12.23 20:01  MAC=00094070010E),5,2
Yealink W70B 146.85.0.40 44dbd276b1f5,5,3
AGFEO int SIP V4.1d (DATE=27.05.24 20:14  MAC=0009405D0249),5,2
AGFEO int SIP V4.1d (DATE=27.05.24 20:14  MAC=0009406E1FB2),5,1
Yeastar S100-30.13.0.15,5,2
CALIX GS4227/24.4.0.0.61,5,2
CALIX GS4227/25.2.0.0.44,5,2
OpenSIPS (3.4.3 (x86_64/linux)),5,1
OpenSIPS (3.4.7 (x86_64/linux)),5,2
OpenSIPS (3.6.2 (x86_64/linux)),5,2
Cisco/SPA112-1.4.1(SR5),5,2
OXO063/018.001 GW_063/018.001,5,3
OXO063/022.001 GW_063/022.001,5,2
OXO063/023.001 GW_063/023.001,5,2
Cisco-CP-8851-3PCC/12.0.4,5,2
OXO_GW_810/050.002,5,2
Cisco-CP-8861-3PCC/12.0.4,5,2
Cisco-CP7912/8.0.1-060412A,5,2
Cisco-Gateway,5,2
Cisco/SPA112-1.2.0(025),5,3
Cisco/SPA112-1.4.0(001),5,2
Cisco/SPA112-1.4.1(SR4),5,3
OneAccess/ONEOS11-VOIP_SIP_11N-V5.1R5E17 (One70L/270L/700L),5,2
OXO040/533.001 GW_040/533.001,5,2
AGFEO int SIP V4.1d (DATE=27.05.24 21:34  MAC=0009407802F0),5,2
AGFEO int SIP V4.2 (DATE=13.12.24 20:51  MAC=0009406E091E),5,2
AGFEO int SIP V4.2 (DATE=24.02.25 14:28  MAC=0009405C1D2F),5,3
FPBX-16.0.45(20.8.1),5,2
AGFEO int SIP V5.1h (DATE=30.09.25 22:41  MAC=0009405B025F),5,3
Grandstream UCM6208V1.4A 1.0.20.53,5,2
Grandstream UCM6208V1.4B 1.0.20.53,5,2
Grandstream UCM6208V1.3A 1.0.20.23,5,3
Grandstream UCM6208V1.6A 1.0.20.23,5,2
Grandstream UCM6208V1.6A 1.0.20.30,5,3
Yealink SIP-T57W 96.86.25.14,5,2
FPBX-17.0.19.24(20.10.0),5,2
FPBX-16.0.45(18.16.0),5,2
AGFEO int SIP V4.2 (DATE=24.02.25 14:37  MAC=000940701C34),5,2
Grandstream UCM6300AV1.0A 1.0.19.10,5,3
AGFEO int SIP V4.2a (DATE=28.05.25 02:41  MAC=0009407018AA),5,2
FPBX-16.0.45(18.12.1),5,3
AGFEO int SIP V5.1h (DATE=04.09.25 13:41  MAC=0009407F01A8),5,2
FPBX-16.0.45(18.9.0),5,2
Grandstream UCM6202V1.2B 1.0.20.49,5,1
Grandstream UCM6202V1.4A 1.0.20.49,5,2
AGFEO int SIP V4.2a (DATE=28.05.25 03:31  MAC=0009408207BE),5,1
AGFEO int SIP V4.2c (DATE=23.09.25 21:34  MAC=0009407019A1),5,1
AGFEO int SIP V4.2c (DATE=23.09.25 21:34  MAC=000940701B6C),5,2
PAS Radio,5,3
C530A GO/42.243.00.000.000,5,4
C590 IP/42.075.00.000.000,5,2
OXO022/022.001 GW_022/023.001,5,2
OXO022/053.001 GW_022/076.001,5,2
OpenSIPS (2.2.7 (x86_64/linux)),5,2
OpenSIPS (2.3.6 (x86_64/linux)),5,2
OpenSer 1.0.0 (milkfish-dd.milkfish.org),5,3
OpenSIPS (2.4.6 (x86_64/linux)),5,2
OpenSIPS (3.2.5 (x86_64/linux)),5,3
OpenSIPS (3.4.11 (x86_64/linux)),5,1
OpenClaw-Asterisk,5,3
OpenSER (1.2.3-notls (i386/freebsd)),5,3
CALIX 844E-1/12.2.12.0.184,5,1
CALIX GS4220E/25.2.0.0.44,5,2
FPBX-17.0.19.32(20.20.1),5,2
FPBX-17.0.19.32(20.6.0),5,4
AGFEO SIP V3.00.15 n (MAC=0009407D0051),5,2
Yeastar S20-65.16.0.203,5,1
Grandstream UCM6202 V1.4A 1.0.27.31,5,2
Yeastar S300-30.14.0.127,5,3
Yeastar S412-30.14.0.127,5,2
Grandstream UCM6202V1.5A 1.0.16.20,5,3
Yeastar S50-30.15.0.179,5,1
FPBX-17.0.21.2(22.3.0),5,3
FPBX-17.0.21.2(22.5.2),5,2
FPBX-17.0.24(20.14.1),5,3
AGFEO int SIP V5.1h (DATE=30.09.25 23:33  MAC=00094088001A),5,3
Yeastar S50-30.14.0.78,5,3
Yeastar S50-30.15.0.125,5,2
PBXact-16.0.45(20.4.0),5,3
BasIpVoip v2.0 (aa-07fb2m,5,3
OBEREHAUPTSTR,5,2
Cisco/SPA122-1.3.5(004p_XU001),5,1
ONT_7321/A5.6.0.46,5,1
Cisco/SPA303-7.6.2f,5,2
PBXact-16.0.45(19.8.0),5,2
PBXact-16.0.45(20.16.0),5,2
ONU;ONU;V1.0;V1.2;E8C 4+2 AP,5,2
OXO032/021.001 GW_032/020.001,5,2
OpenSIPS-3.4,5,2
ONT_7461/H5.8.0.23,5,3
ONT_7461/H5.8.0.37,5,4
AGFEO int SIP V5.2f (DATE=08.05.26 01:20  MAC=0009407E13B3),5,1
AGFEO int SIP V5.2g (DATE=03.06.26 17:45  MAC=00155DB29503),5,3
WVP-Pro v2.7.4.2026-05-15T18:10:53+08:00,5,2
AGFEO int SIP V5.1h (DATE=30.09.25 22:41  MAC=0009406F0AC3),5,3
Yealink SIP-T19P_E2 53.80.14.2,5,3
Yealink SIP-T21P_E2 52.81.15.2,5,2
XiVO PBX 2018.05.03,5,3
Grandstream UCM6300AV1.1A 1.0.29.19,5,2
Grandstream UCM6300AV1.1A 1.0.29.21,5,3
Yealink IPCALL 1.0.1.59 Mar 14 2019,5,3
Grandstream UCM6301V1.3A 1.0.23.17,5,2
Grandstream UCM6302AV1.0A 1.0.13.9,5,2
WVP-Pro v2.6.9.20240705,5,2
PBXact-17.0.28(22.5.0),5,2
PLEXTEL,5,2
PTInS GR140DGv1_DDR1G Build 3GN8021300R28,5,3
Panasonic-KX-HDV130X/11.180 (b8208e023c76),5,1
Panasonic-KX-TGP600RU/01.129 (bcc34201080e),5,2
Cisco/SRP527-1.01.28(002),5,2
Cisco/SPA122-1.4.1(SR5)_BestGo,5,3
NexumSIP2020.06,5,4
NimbusVoice-15.0.38(16.17.0),5,3
NimbusVoice-16.0.41.1(18.19.0),5,2
Grandstream UCM6302AV1.0A 1.0.19.9,5,2
Grandstream UCM6302AV1.0A 1.0.27.23,5,2
Grandstream UCM6301V1.3A 1.0.19.9,5,2
AGFEO int SIP V5.1h (DATE=30.09.25 22:41  MAC=0009405D042D),5,2
Grandstream UCM6302AV1.0A 1.0.17.8,5,2
VoLANs SS-u500a 1.10.165,5,2
Grandstream UCM6302AV1.1A 1.0.21.9,5,2
Grandstream UCM6302AV1.1A 1.0.25.10,5,2
WVP-Pro v2.7.4.20250916,5,2
FPBX-16.0.40.7(16.28.0),5,2
FPBX-16.0.40.7(18.20.0),5,2
FPBX-16.0.40.7(18.26.4),5,2
Vtech Vesa VDP650 1.0.2.3.a-0,5,2
VoiceAgent-OpenAI/1.0,5,2
ATM-CallCenter,5,2
AUDC-IPPhone/UC_3.4.5.8 (C450HDG-Rev7; 00908F9D5939),5,3
AVM FRITZ!Box 7330 107.05.51 (Feb  8 2014),5,2
AVM FRITZ!Box 7330 107.05.51 (Sep 16 2013),5,3
AIOC AIOC,5,2
Verbu-SIP-Edge,5,2
ANJVISION,5,2
AGFEO int SIP V5.2g (DATE=03.06.26 19:12  MAC=0009406E0C05),5,2
CommuniGatePro/6.5.4,5,2
CommuniGatePro/6.5.5,5,2
Panasonic-KX-TGP600RU/05.000 (bcc34213e10c),5,1
NEC SV9100-NA 14.10.50,5,2
NEC-i SL Series 04.00/2.1,5,1
Panasonic-MPR15-V009.00018/VSIPGW-V3.0000,5,2
Auerswald COMpact 5200/8.6C000,5,3
CommuniGatePro/6.2.14,5,1
CommuniGatePro/6.2.15,5,3
Auerswald COMpact 5200R/8.2C000,5,2
NEONET IP PBX,5,3
NIP-PBX,5,3
NTE-RG-1402FC build 6.3.1 SN:TG0A000457 sofia-sip/1.12.10,5,1
Cisco/SPA525G2-7.6.1(ES_RC01),5,2
BitPBX 1.8.4,5,2
NVR,5,1
NetBorder Session Controller,5,3
ZTE-B200,5,1
Grandstream HT812V2 1.0.1.16,5,1
Grandstream HT812V2 1.0.5.4 Inteno_D301,5,2
Grandstream HT813 1.0.17.3,5,1
Grandstream SoftwareUCM 1.0.27.25,5,2
FPBX-17.0.25(22.2.0),5,3
FPBX-17.0.25(22.6.0),5,2
Grandstream UCM6104V1.5B 1.0.18.16,5,3
VOX30/XS_3.7.02.84,5,1
ADTRAN_Total_Access_908e_3rd_Gen/R10.9.5.E,5,2
ADTRAN_Total_Access_908e_3rd_Gen/R10.9.6.HA.E,5,3
ADTRAN_Total_Access_908e_3rd_Gen/R11.4.4.E,5,2
Patton SN4131/2BIS4VHP 00A0BA123837 3.22.2-24123 1.8 M5T SIP Stack/4.2.28.153,5,2
Patton SN4131/4BIS8VHP 00A0BA1054A9 3.22.2-24123 1.8 M5T SIP Stack/4.2.28.153,5,2
FreeSWITCH-mod_sofia/1.8.7~64bit,5,2
FreeSWITCH-mod_sofia/20.20.3-release+git~20240829T033028Z~6c0d033923~32bit,5,2
FreeSWITCH-mod_sofia/20.20.3-release+git~20240829T033028Z~6c0d033923~64bit,5,3
GB28181-GW FOR TISSON,5,2
GHJ-5.2.27,5,2
FreeSWITCH-mod_sofia/1.10.13-dev+git~20250331T182618Z~1d29b134be~64bit,5,2
FreeSWITCH-mod_sofia/1.10.13-dev~64bit,5,2
ClearlyIP-17.0.28(22.7.0),5,3
FreeSWITCH-mod_sofia/1.10.7-release-19-883d2cb662~64bit,5,3
FreeSWITCH-mod_sofia/1.10.8-release~64bit,5,2
FreeSWITCH-mod_sofia/1.10.9-release~64bit,5,2
Grandstream UCM6302V1.2C 1.0.29.19,5,3
Grandstream UCM6302V1.3A 1.0.27.23,5,3
VEGA/15.02.12.0xS030,5,3
VLB-Asterisk,5,2
VOIP_TERM_2.10.31 cb,5,4
FPBX-16.0.40.10(18.6.0),5,2
FPBX-16.0.40.11(18.16.0),5,3
AS690A IP BASE/88.1.18.0;589EC67BD29E,5,1
AS690A IP BASE/88.1.18.0;589EC67E3D22,5,2
Grandstream UCM6302V1.2C 1.0.19.8,5,2
FPBX-16.0.40.11(20.7.0),5,2
FPBX-16.0.40.13(20.3.0),5,2
FPBX-16.0.40.2(18.16.0),5,3
AST6,5,2
ATA200  74.19.10.32,5,2
AVM FRITZ!Box Fon WLAN 7270 v1 (UI) 54.04.88 (Nov 29 2010),5,2
AVM FRITZ!Box Fon WLAN 7270 v2 (UI) 54.05.54 (Feb  7 2014),5,2
AVM FRITZ!Box Fon WLAN 7270 v2 54.05.53 (Sep 16 2013),5,1
UCX-7.0(20.18.2),5,2
FPBX-16.0.40.4(18.16.0),5,2
Audiocodes-Sip-Gateway-Mediant 2000/v.6.40A.028.007,5,2
Auerswald COMfortel WS-500S/83.V2.36.0+build.732061a;00095206E9F2,5,2
Patton SN5200 32B EUI 00A0BA111070 R6.9 2017-03-13 H323 SIP M5T SIP Stack/4.2.14.18,5,2
Auerswald COMpact 4000/8.4D000,5,1
Auerswald COMpact 5000/8.4A006,5,2
Audiocodes MP202B; MAC:00908FD029B9 Ver:4.4.7_build_88,5,1
NEC SV9100-GE 10.50.50,5,3
Panasonic_KX-TGP600/06.001 (4c364ed47df3),5,2
Patton SN4131/2BIS4VHP 00A0BA113C02 3.22.1-24062 1.8 M5T SIP Stack/4.2.28.153,5,2
NEC SV9100-NA 10.60.53/2.1,5,2
NEC SV9100-GE 07.00.72/2.1,5,2
NEC SV9100-GE 08.50.52/2.1,5,4
Grandstream UCM6304V1.6A 1.0.25.9,5,2
V360AJR5b5,5,4
Grandstream UCM6304V1.6A 1.0.31.7,5,2
Grandstream UCM6308V1.4A 1.0.17.11,5,3
Grandstream UCM6308V1.5A 1.0.23.17,5,3
Grandstream UCM6308V1.6A 1.0.21.9,5,4
Grandstream UCM6308V1.6A 1.0.27.15,5,3
AVM FRITZ!Box Fon WLAN 7390 (EWE Edition) 84.05.50 (Dec 11 2012),5,2
Grandstream UCM6510V1.4A 1.0.20.52,5,3
AVM FRITZ!Box Fon WLAN 7360 124.05.50 (Feb 21 2013),5,2
AVM FRITZ!Box Fon WLAN 7240 (UI) 73.05.53 (Sep 16 2013),5,2
AVM FRITZ!Box Fon WLAN 7390 84.05.50 (Dec 11 2012),5,1
AVM FRITZ!Box Fon WLAN 7270 v3 74.04.90 (Apr  8 2011),5,1
AVM FRITZ!Box Fon WLAN 7140 Annex A 39.04.67 (Dec 18 2008),5,2
AVM FRITZ!Box Fon WLAN 7170 29.04.59 (Jun 27 2008),5,2
AVM FRITZ!Box Fon WLAN 7170 29.04.87 (Jun  7 2011),5,2
HCC-GB28181 v2.7.4.2026-07-13T18:09:11+08:00,5,2
Grandstream2000,5,2
H368N/V1.00.01T11,5,2
Tilgin Vood HG27xx_ESx270-03_02_00_68,5,2
FPBX-15.0.38(18.20.2),5,2
FPBX-16.0.10.40(18.6.0),5,2
FPBX-16.0.17(16.24.0),5,3
FPBX-16.0.19(16.25.0),5,2
Gigaset A540IP A540IP 42.247.01.000.000 7C2F80C70CCC,5,2
Gigaset A540IP A540IP 42.247.01.000.000 7C2F80D30DFC,5,2
Gigaset N610 IP PRO/83.V2.62.1+build.d1d6a22;589EC6A45DD6,5,2
kamailio (5.8.3 (x86_64/linux)),5,2
kamailio (6.0.4 (x86_64/linux)),5,3
kamailio (6.1.1 (x86_64/Linux)),5,2
Patton SN4171/1E30VHP 00A0BA12A9CC 3.22.1-24062 1.6 M5T SIP Stack/4.2.28.153,5,2
Patton SN4960 4E120V UI MxSF v3.2.8.45 00A0BA0259B4 R4.1 2007-03-30 H323 RBS SIP,5,1
A510 IP/42.076.00.000.000,5,3
AVM FRITZ!Box Fon WLAN 7320 (UI) 100.05.22 (Jun  1 2012),5,2
ZXDSL 931VII/V2.0.00.HU.T17,5,2
FPBX-17.0.30(20.20.1),5,3
Tilgin Vood HG233x_ESx003-02_07_03_46,5,2
Tilgin Vood HG233x_ESx100-02_07_03_48,5,2
Grandstream HT812 1.0.9.3,5,2
ZyXEL VMG8825-B50B V5.13(ABLZ.1)b10_20200422,5,2
FPBX-17.0.28(22.5.0),5,2
Tilgin Vood 322_AS0500-03_05_13_05,5,3
Tilgin Vood HG228x_ESx000-02_10_00_68,5,2
IP BASE/88.1.18.0;589EC6791F18,5,2
Tilgin Vood HG238x_ESx000-02_10_03_22,5,2
Tilgin Vood HG238x_ESx000-02_10_05_09,5,2
Hostedtelephony F60 2.12.23.3.2 38b19e3f0159,5,2
IPBX-2.11.0(11.25.3),5,3
FPBX-15.0.37.9(15.7.4),5,2
Technicolor TG784n v3 Build 10.2.1.O,5,1
IPBX-2.12.0.0(16.30.1),5,3
Telsey UA,5,1
Thomson TG799vn Build 8.C.H.2,5,3
Tieline TLR350 17071,5,2
Tieline TLR350 20427,5,2
TELESIS Xymphony PXr6 180705,5,2
Telectrophon,5,3
TPSEE,5,3
Algo-8201/1.7.6,5,2
Algo-8301/5.7_beta5,5,3
Alicom SIP Server,5,3
Monibuca,5,2
PolycomVVX-VVX_310-UA/5.9.8.5760_0004f29055f2,5,2
Convy Proxy v3.0.0-dev,5,2
N510 IP PRO/42.258.00.000.000,5,2
PolycomG7500/4.3.0-406188,5,3
NBX1,5,3
PolycomSoundPointIP-SPIP_550-UA/4.0.14.0987,5,2
Control4 DS2 Mini Door Station 2.32.4.41.2,5,2
PolycomVVX-VVX_150-UA/6.4.7.4477,5,1
PolycomVVX-VVX_250-UA/5.9.6.2996_482567430dc9,5,1
PolycomVVX-VVX_250-UA/6.4.3.5018,5,2
PolycomVVX-VVX_250-UA/6.4.3.5156,5,2
AVM FRITZ!Box Fon WLAN 7570 vDSL 75.04.91 (Jun  8 2011),5,2
AVM FRITZ!Box Fon WLAN 7570 vDSL 75.04.92 (Feb 10 2014),5,1
AVM FRITZ!Box WLAN 3270 v3 96.04.80 (Jan 26 2010),5,1
TINET SIP SERVER,5,2
Aastra 55i/3.3.1.4305,5,2
Abilis CPX - Ver. 7.10.9/STD - Build 3858.26 - Branch 7.10,5,1
Technicolor / VANT-6 / AGTOT_1.0.4 / AGTOT_1.0.4,5,2
FPBX-15.0.23(16.20.0),5,3
TAU-8.IP/2.3.0 SN/VI33041700 sofia-sip/1.12.10,5,2
TAU-8.IP/2.4.2 SN/VI33046282,5,2
IPCortex 6.5.24 Asterisk_11.25.3-22,5,2
IPDECT-V2/80.07.0004 (MAC=482567EAAF3F; SER= 00000; HW=9),5,1
FPBX-14.0.5.25(13.22.0),5,1
FPBX-15.0.17.34(17.9.3),5,1
QTECH QBR-1241WUX SV3.20 201703031018,5,3
Asterisk PBX 22.10.1,5,2
Asterisk PBX 22.5.2,5,2
Asterisk PBX 22.7.0,5,2
Asterisk PBX GIT-20-b9ed570,5,3
Asterisk PBX GIT-21-21.0.0-pre1-566-g6b50ac1b5e,5,2
Quintum/1.0.0 SN/0030E1302798 SW/P108-09-10,5,3
DX800A/41.175.00.000.000,5,3
Asterisk-Gateway,5,2
Asterisk-OWL,5,2
Asterisk-PBX,5,2
Dahua UAC/3.0 VTHARC3800H-FW2 V2.0.0.0 SN:BD09624SEA00057,5,2
DIPCAST,5,2
DLINK DPH-150S FRU2.2.1928.591,5,2
Akuvox R28 28.30.10.7 0C1105256534;akdoor,5,2
FPBX-15.0.23.17(16.17.0),5,2
FPBX-15.0.23.17(17.9.3),5,2
FPBX-15.0.37(16.8),5,3
AddPac AP2620 8.30W,5,2
IPPhone MT-234P 52.164.5.165 0C1105043C98,5,3
TAU-2M.IP/2.1.0.38 SN/VI39067208,5,3
ITCALLINFO CALLBOT,5,1
ITS,5,4
IVR,5,2
IXC SS,5,3
TAU-2M.IP/2.3.1.11 SN/VI39092917,5,2
TAU-2M.IP/2.4.1.13 SN/VI39075792 sofia-sip/1.9,5,2
TAU-4M.IP/2.0.0.229 SN/VI4D001921,5,3
TAU-4M.IP/2.4.2.24 SN/VI4D015397 sofia-sip/1.21,5,3
TAU-8.IP/1.8.1 SN/VI33012413 sofia-sip/1.12.10,5,1
FPBX-14.0.16.11(16),5,1
Intelbras UAC/3.0 VTOASI7213K-W V3.2.0.0 SN:V6RM2100221O5,5,2
FPBX-13.0.197.31(13.28.1),5,2
Inteno_EG4024H209012256_44d43762556c,5,3
Inteno_EG4024H214006342_44d4376e694c,5,2
FPBX-13.0.197.31(13.5.0),5,2
FPBX-14.0.13.24(14.7.8),5,3
FPBX-14.0.13.34(13.18.1),5,2
Inteno_EG4024H188017322_002207753ad4,5,2
Mitel Border GW/4.11.0.191-01,5,2
Mitel Border GW/4.3.0.39,5,1
Mitel Border GW(MBG/12.0.2.132 TUG/4.20.0.78-01),5,1
Mitel Border GW(MBG/12.2.0.72 TUG/4.24.0.30-01),5,2
RG-1404GF-W/1.11.0 SN/VI25019756 sofia-sip/1.12.10,5,1
Mitel Border GW/4.10.0.164-01,5,2
PolycomVVX-VVX_400-UA/5.9.8.5760_64167f912afa,5,2
PolycomVVX-VVX_401-UA/6.2.1.1508_64167fc269d7,5,1
PolycomVVX-VVX_411-UA/5.9.7.4477,5,2
PolycomVVX-VVX_411-UA/6.3.1.11465_64167f9ad09a,5,3
PolycomVVX-VVX_450-UA/6.4.2.3256,5,2
PolycomVVX-VVX_450-UA/6.4.3.5813_482567314cb6,5,1
PortariaIA-FreeSWITCH,5,3
ADTRAN_Total_Access_908_2nd_Gen/R13.9.0.HB.E,5,1
ADTRAN_Total_Access_908_ADSL_2nd_Gen/A2.06.00.E,5,2
ZyXEL VMG8828-B50B V5.13(ABRF.0)b5,5,2
Grandstream HT802 1.0.53.3,5,2
Grandstream HT701 1.0.10.3,5,2
FPBX-17.0.30(22.7.0),5,3
ADTRAN_Total_Access_908_2nd_Gen/A5.02.00.E,5,2
FPBX-2.11.0(11.25.3),5,2
FPBX-2.11.0(11.4.0),5,2
FPBX-2.11.0(16.7.0),5,2
Grandstream HT801 1.0.8.7,5,2
Grandstream HT801V2 1.0.5.4,5,3
Grandstream HT802 1.0.53.2,5,3
FPBX-12.0.76.6(11.25.3),5,3
ansitel_PBX,5,2
RG-1404GF-W/1.12.4 SN/VI25027041 sofia-sip/1.12.10,5,2
RG-2402G-W/1.3.1 SN/VI30000377 sofia-sip/1.12.10,5,2
ROBOTTINO.AI,5,3
Asterisk PBX 20.19.0,5,2
Asterisk PBX 20.20.1,5,3
Mitel Border GW(MBG/11.6.0.110 TUG/4.18.0.64-01),5,2
Asterisk PBX 20.7.0,5,1
RV/V9.0.0.23 XT5000 720p,5,3
Mitel Border GW(MBG/12.3.0.166 TUG/4.26.0.109-01),5,3
Mitel Border GW/4.10.0.162-01,5,2
Quintum/1.0.0 SN/0030E1305E53 SW/P108-09-02,5,1
Mitel Border GW(MBG/11.4.0.250 TUG/4.15.0.158-01),5,2
Mitel Border GW(MBG/11.5.0.89 TUG/4.16.0.53-01),5,2
Mitel Border GW(MBG/11.5.1.24 TUG/4.17.0.38-01),5,1
Joint_V1.2.34_20645,5,2
JoGBService v4.0.1,5,2
TAU-1M.IP/2.0.0.229 SN/VI3A019204,5,3
TAU-1M.IP/2.0.0.229 SN/VI3A023912,5,2
FPBX-13.0.197.22(11.25.1),5,2
TANDBERG/4133 (X8.8.1),5,2
TAU-1M.IP/2.3.1.11 SN/VI3A032940,5,2
TAU-2M.IP/1.12.0 SN/VI39015569 sofia-sip/1.12.10,5,3
TAU-2M.IP/1.13.3.5 SN/VI39036600 sofia-sip/1.12.10,5,2
Asterisk PBX 1.8.9.2,5,1
T-Com IpPbxSrv/13.10 (Core.Release.13.1x-20220126-1524-13.10),5,2
T-Com IpPbxSrv/13.28 (Core.Release.13.28-20230831-1516-13.28),5,1
TA100 44.19.12.306,5,3
TA200 44.19.12.304,5,3
TANDBERG/4130 (X8.5),5,2
eXosip/5.1.0,5,3
Meeting Server Unigw 45.1.0.16,5,2
iNetCom ver1.0.0.0,5,3
iPECS 1010i vT-1010i-Rls2304-2.5.00-scm SN/B061C72B18BC,5,1
eXosip/3.1.0,5,2
Gigaset A540IP A540IP 42.240.00.000.000 7C2F80C70FC1,5,1
A540IP/42.243.00.000.000,5,3
RG-1404GF-W/1.11.0 SN/VI25027775 sofia-sip/1.12.10,5,1
RG-1404GF-W/1.11.0 SN/VI25028464 sofia-sip/1.12.10,5,2
Asterisk PBX 11.13.0~dfsg-1~bpo70+1,5,3
TANDBERG/4144 (X12.6.4),5,4
TANDBERG/4134 (X8.9.1),5,4
Asterisk PBX 1.8.13.1~dfsg1-3+deb7u8,5,1
TANDBERG/4145 (X14.2.5),5,2
TANDBERG/4145 (X14.2.6),5,1
Inteno_EG4024H216001437_44d437754a30,5,1
Asterisk PBX 11.1.2,5,3
Asterisk PBX 11.10.0,5,2
KX-VC1000_HDVC-MPCS 5.02 (Profile=5),5,3
TANDBERG/4144 (X14.0.11),5,1
Swyx IpPbxSrv/10.40.0.304,5,3
F660/V2.22.21P3T2S,5,2
F660/V2.30.20P5T4S,5,2
T-Com IpPbxSrv/12.20 (SW.Rel12.20_20200827.1),5,2
F660/V5.2.10T2,5,3
F660V2.0/V2.20.20P9T11S,5,2
SwitchCenter,5,2
Smile IPCC Server,5,2
SpRecord miniPBX / SpGate GI,5,2
Swyx IpPbxSrv/14.21 (Swyx.Core_14.21_20250617.1),5,3
Asterisk PBX 11.7.0,5,2
Sphairon-286721-4.38.2.06.05,5,2
Sphairon-SL5501-4.38.2.06.01,5,2
Asterisk PBX 13.17.2,5,2
Asterisk PBX 13.18.3,5,3
Sphairon-SL6501-4.38.2.06.02,5,2
SphoneCLOUD,5,1
SIP UAS V3.0.0.1138037,5,2
SIP UAS V3.0.0.1177098,5,3
SIP UAS V3.0.0.1315427,5,2
SIP UAS V3.0.0.1866000,5,2
SIP UAS V3.0.0.1067577,5,2
SIP UAS V3.0.0.1074783,5,4
SIP UAS V3.0.0.1088750,5,3
SIP UAS V3.0.0.1113804,5,2
Dahua UAC/3.0 VTOASI4203YO-V3 V1.0.0.0 VTO_Wall SN:7M04D8APAJ3B9C2,5,2
Dahua UAC/3.0 VTOASI6213S-W V3.0.0.0 VTO_Wall SN:BF011E6PAJ6D692,5,2
Dahua UAC/3.0 VTOASI6214S V3.1.0.0 VTO_Wall SN:AA04C68PAJ7A759,5,1
Dahua UAC/3.0 VTOASI7214S-W V3.3.0.0 VTO_Wall SN:MAGACS09250155,5,1
Dahua UAS/3.0 VTO1301R-W,5,1
SIP UAS V3.0.0.1434096,5,3
Dahua UAS/3.0 VTO2111D-P-S3,5,3
dlink 12-37-61928258-0.9.5.1.735,5,2
dlink 12-38-42912634-0.10.37.1-DSLX,5,2
Asterisk PBX 13.1.0-6.7.rl.1516160751.a9f0643,5,2
Asterisk PBX 13.17.0,5,2
FPBX-2.8.1(1.4.40),5,2
FPBX-2.8.1(1.8.32.3),5,3
FPBX-2.8.1(11.7.0),5,1
baresip v3.7.0 (?/?),5,3
bc-uc,5,5
ADTRAN_SDX_601qv/25_3-2-e,5,2
Fanvil PA2S 2.12.45.7 0c383e7166df,5,3
LAD-PBX-F17-A20,5,2
Grandstream GXP2160 1.0.11.16,5,2
Grandstream GXP2170 1.0.9.124,5,1
dlink 12-3892-6657-1.3.3.198-ON201LW,5,1
dlink 12-3893-1735-0.10.56.1-DSA,5,1
MCUSYSTEM/MCU/5.10.58,5,3
Damalisk.Box,5,1
Deltapath frSIP UC 5.1.1,5,1
MATRIX SARVAM UCS SME V1R6.6.0,5,2
Asterisk PBX 18.23.1,5,1
Asterisk PBX 18.26.0,5,2
MCU,5,3
Asterisk PBX 18.26.2,5,2
Asterisk PBX 18.7.1,5,3
SIP UAS V2.1.4.662543,5,3
RV/V9.2.3.15 XT4300,5,2
RiedelArtist/8.8.CL1-11.a88e8ff (Connect IPx2),5,2
LG-Ericsson IP8802 v1.2.10scm SN/B061C70D7FDA,5,1
LG-Ericsson IP8815E v1.1.01scm_1 SN/B061C7097E18,5,2
LNSOFT-GB,5,4
Asterisk PBX 14.5.0,5,2
Asterisk PBX 14.7.6,5,3
Linksys/SPA2102-5.1.12,5,2
Linksys/SPA3102-5.2.13(GW002),5,2
Linksys/SPA8000-5.1.10,5,4
Express Talk 2.02,5,2
Linksys/SPA8000-6.1.12SR1,5,3
Linksys/SPA941-5.1.8,5,2
Slican NCP 1.18.1060,5,2
Linphone/3.4.0 (eXosip2/unknown),5,1
Ericsson-LG Enterprise iPECS-UCP UCP600 6.1.31,5,1
Ericsson-LG Enterprise iPECS-eMG eMG80 2.2.24,5,2
ADTRAN_Total_Access_900e_3rd_Gen/R10.9.6.E,5,2
SIPServer/6.2.15,5,2
SR-KAM,5,3
dlink 12-3893-8338-1.2.1.2158-SA7S8,5,2
dlink 12-3893-9988-1.3.2.122-SP9440S,5,1
dlink 12-3895-11591-1.3.3.258-ON201LW,5,2
Gigaset N870 IP PRO/83.V2.67.0+build.c923ac6;589EC6A374BA,5,1
ADTRAN_SDX_601qv/25_5-15-e,5,1
Fanvil X301 2.12.22.2 0c383e7fa914,5,3
Fanvil X301 2.12.4.5 0c383e53377b,5,2
MATRIX SARVAM UCS SOHO V1R7.2.0,5,1
MCN PBX,5,3
Grandstream DP750 1.0.21.31,5,3
Grandstream DP750 1.0.4.2,5,1
Sipwise NGCP Proxy mr10.5.7,5,2
Slican CCT,5,2
Slican IPL,5,2
